"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"ALTER";"GESCHLECHT";"BILDUNG";"LAND";"LAND_2";"BLUTSPENDEVERHALTEN";"BLUTSPENDEORGANISATION";"BLUTSPENDEORGANISATION_2";"AMOTIVATION_1";"AMOTIVATION_2";"AMOTIVATION_3";"EXTERNAL_REGULATION_1";"EXTERNAL_REGULATION_2";"EXTERNAL_REGULATION_3";"INTROJECTED_REGULATION_1";"INTROJECTED_REGULATION_2";"ATTENTION_CHECK";"INTROJECTED_REGULATION_3";"IDENTIFIED_REGUALTION_1";"IDENTIFIED_REGUALTION_2";"IDENTIFIED_REGUALTION_3";"INTEGRATED_REGULATION_1";"INTEGRATED_REGULATION_2";"INTEGRATED_REGULATION_3";"INTRINSIC_REGUALTION_1";"INTRINSIC_REGUALTION_2";"INTRINSIC_REGUALTION_3";"INTENTION_1";"INTENTION_2";"INTENTION_3";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts6889058";"rts6889146";"rts6889149";"rts6891057";"rts6891082";"rts6891085";"rts6891089";"rts6891115";"rts6891152"
"634";"0";"1";"31";"6888322";"-77";"0";"2";"28";"1";"6";"4";"Testtext A+T";"2";"-77";"-66";"3";"2";"2";"1";"4";"7";"5";"6";"3";"5";"4";"6";"7";"1";"3";"1";"3";"2";"5";"7";"2";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"861e0dd857cf9309a86e5d630424d0f8";"1";"0";"1709334532";"2024-03-01 23:08:52";"2024-03-01 23:08:52";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"635";"0";"1";"31";"6888322";"-77";"0";"1";"21";"3";"4";"2";"-99";"1";"2";"-99";"1";"1";"2";"4";"1";"3";"2";"6";"3";"6";"7";"3";"5";"5";"2";"6";"7";"7";"6";"4";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"53de190e7ce935c86a1b9f639585e387";"1";"0";"1709334533";"2024-03-01 23:08:53";"2024-03-01 23:08:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"636";"0";"1";"31";"6888322";"-77";"0";"3";"50";"4";"1";"1";"-99";"3";"-77";"-66";"7";"5";"6";"4";"5";"7";"4";"7";"7";"1";"7";"3";"7";"1";"5";"3";"7";"2";"5";"2";"7";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"dc41341990b32a60abc60e3efc7c33cb";"1";"0";"1709334534";"2024-03-01 23:08:54";"2024-03-01 23:08:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"637";"0";"1";"31";"6888322";"-77";"0";"2";"71";"3";"5";"4";"Testtext A+T";"2";"-77";"-66";"4";"7";"5";"1";"5";"4";"1";"7";"2";"6";"5";"7";"1";"2";"2";"1";"2";"4";"7";"7";"7";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"02e6aa53acbedbc47ebe41650b0703f6";"1";"0";"1709334535";"2024-03-01 23:08:55";"2024-03-01 23:08:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"638";"0";"1";"31";"6888322";"-77";"0";"3";"36";"1";"3";"3";"-99";"1";"3";"-99";"2";"4";"2";"4";"7";"1";"6";"6";"6";"4";"5";"3";"4";"5";"1";"2";"4";"4";"4";"2";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"5495a68cfd5888cdc3aa2b1aa49e61ea";"1";"0";"1709334536";"2024-03-01 23:08:56";"2024-03-01 23:08:56";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"639";"0";"1";"31";"6888322";"-77";"0";"1";"26";"3";"7";"3";"-99";"1";"3";"-99";"2";"1";"6";"6";"2";"2";"6";"6";"7";"1";"1";"5";"1";"6";"7";"7";"1";"4";"2";"4";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"1d0c379ccdcd6f4a11ade9832fb5ca99";"1";"0";"1709334537";"2024-03-01 23:08:57";"2024-03-01 23:08:57";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"640";"0";"1";"31";"6888322";"-77";"0";"2";"46";"2";"2";"4";"Testtext A+T";"3";"-77";"-66";"7";"7";"6";"5";"1";"4";"6";"4";"5";"4";"3";"6";"7";"4";"3";"6";"6";"1";"3";"3";"5";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"300742e51f74aa3263cd85ae2eed7c17";"1";"0";"1709334538";"2024-03-01 23:08:58";"2024-03-01 23:08:58";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"641";"0";"1";"31";"6888322";"-77";"0";"3";"43";"4";"4";"1";"-99";"2";"-77";"-66";"6";"1";"6";"3";"2";"7";"5";"3";"2";"5";"1";"1";"4";"2";"2";"3";"6";"3";"7";"7";"2";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"f24112c785bb4fb2b0eecd7e7d8bf7b4";"1";"0";"1709334539";"2024-03-01 23:08:59";"2024-03-01 23:08:59";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"642";"0";"1";"31";"6888322";"-77";"0";"1";"68";"2";"6";"2";"-99";"2";"-77";"-66";"6";"3";"5";"7";"3";"7";"4";"6";"1";"3";"4";"7";"7";"5";"1";"6";"7";"2";"1";"4";"3";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"fc923e49481d2d928101506ecf48880c";"1";"0";"1709334540";"2024-03-01 23:09:00";"2024-03-01 23:09:00";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"643";"0";"1";"31";"6888322";"-77";"0";"2";"12";"2";"7";"2";"-99";"3";"-77";"-66";"7";"2";"4";"6";"3";"1";"7";"4";"7";"7";"2";"3";"3";"4";"5";"4";"5";"4";"6";"5";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"a50c6bcb14aa7cf7e0079803a37fc984";"1";"0";"1709334541";"2024-03-01 23:09:01";"2024-03-01 23:09:01";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"644";"0";"1";"31";"6888322";"-77";"0";"3";"52";"2";"6";"3";"-99";"2";"-77";"-66";"2";"6";"3";"5";"4";"1";"2";"3";"6";"2";"2";"1";"3";"1";"1";"2";"2";"3";"2";"1";"1";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"5c73ca09622fb42a4d0c1ffd3072dd78";"1";"0";"1709334542";"2024-03-01 23:09:02";"2024-03-01 23:09:02";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"645";"0";"1";"31";"6888322";"-77";"0";"1";"58";"3";"2";"4";"Testtext A+T";"1";"1";"-99";"7";"3";"2";"4";"7";"2";"5";"1";"2";"3";"5";"4";"6";"5";"6";"2";"6";"7";"4";"4";"2";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"980deb391965fc9bab0bbbc0f26478d6";"1";"0";"1709334543";"2024-03-01 23:09:03";"2024-03-01 23:09:03";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"646";"0";"1";"31";"6888322";"-77";"0";"1";"48";"1";"3";"2";"-99";"3";"-77";"-66";"5";"3";"7";"3";"6";"2";"5";"4";"1";"6";"4";"4";"1";"1";"7";"7";"6";"1";"7";"3";"2";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"1c196ceb675b1f2068a4e6ddca99cd3c";"1";"0";"1709334544";"2024-03-01 23:09:04";"2024-03-01 23:09:04";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"647";"0";"1";"31";"6888322";"-77";"0";"2";"22";"1";"2";"3";"-99";"1";"3";"-99";"6";"5";"4";"6";"2";"7";"1";"3";"3";"3";"3";"7";"4";"5";"7";"3";"6";"4";"6";"4";"2";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"a46c69028639aa1502d5f4fbebc6a75e";"1";"0";"1709334545";"2024-03-01 23:09:05";"2024-03-01 23:09:05";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"648";"0";"1";"31";"6888322";"-77";"0";"3";"58";"2";"5";"2";"-99";"1";"4";"Testtext A+T";"7";"7";"1";"6";"3";"5";"5";"1";"7";"5";"4";"2";"1";"6";"1";"7";"3";"7";"5";"1";"5";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"6228198ae269be48b2c72c6ee5619e64";"1";"0";"1709334546";"2024-03-01 23:09:06";"2024-03-01 23:09:06";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"649";"0";"1";"31";"6888322";"-77";"0";"2";"21";"3";"6";"1";"-99";"2";"-77";"-66";"5";"6";"1";"7";"2";"6";"6";"4";"7";"1";"6";"3";"3";"1";"6";"5";"6";"7";"5";"1";"1";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"de77f03ea6c50af255d2506bc7e21a8f";"1";"0";"1709334547";"2024-03-01 23:09:07";"2024-03-01 23:09:07";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"650";"0";"1";"31";"6888322";"-77";"0";"3";"92";"3";"1";"4";"Testtext A+T";"1";"2";"-99";"4";"1";"1";"5";"7";"3";"3";"2";"2";"2";"5";"3";"4";"3";"1";"6";"3";"3";"3";"5";"4";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"b0dd0257fdea58e380482d08237f29d1";"1";"0";"1709334596";"2024-03-01 23:09:56";"2024-03-01 23:09:56";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"651";"0";"1";"31";"6888322";"-77";"1";"1";"9";"1";"1";"1";"-99";"2";"-77";"-66";"2";"5";"6";"7";"4";"3";"5";"5";"2";"4";"2";"4";"6";"2";"5";"5";"7";"2";"6";"7";"4";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"5872670cbeb4425cada44c27a1e14906";"1";"0";"1709334649";"2024-03-01 23:10:49";"2024-03-01 23:10:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"1";"1"
"652";"0";"1";"31";"6888322";"-77";"0";"3";"94";"2";"4";"1";"-99";"3";"-77";"-66";"1";"2";"2";"3";"7";"2";"2";"2";"2";"1";"6";"7";"1";"6";"2";"1";"4";"3";"6";"1";"5";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"086a02efc0b0cadb520a6d508cdde095";"1";"0";"1709334650";"2024-03-01 23:10:50";"2024-03-01 23:10:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"653";"0";"1";"31";"6888322";"-77";"0";"2";"22";"4";"2";"1";"-99";"3";"-77";"-66";"7";"6";"5";"1";"2";"1";"1";"7";"4";"2";"3";"6";"4";"7";"5";"6";"4";"4";"5";"3";"3";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"1c2ee88813d70028877f0240fa2a3c11";"1";"0";"1709334650";"2024-03-01 23:10:50";"2024-03-01 23:10:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"654";"0";"1";"31";"6888322";"-77";"0";"1";"56";"1";"6";"2";"-99";"2";"-77";"-66";"7";"4";"5";"3";"3";"2";"5";"1";"1";"5";"5";"6";"4";"6";"7";"2";"7";"3";"1";"7";"1";"6";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"81a5fc28b11407c19e3f610a8ebe12b8";"1";"0";"1709334651";"2024-03-01 23:10:51";"2024-03-01 23:10:51";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"655";"0";"1";"31";"6888322";"-77";"0";"2";"93";"1";"3";"2";"-99";"3";"-77";"-66";"7";"3";"3";"4";"4";"2";"1";"1";"2";"4";"4";"4";"4";"5";"5";"7";"4";"3";"3";"3";"3";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"1fdc70f5cfca936fb96811f4da95f881";"1";"0";"1709334651";"2024-03-01 23:10:51";"2024-03-01 23:10:51";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"656";"0";"1";"31";"6888322";"-77";"0";"1";"6";"3";"1";"4";"Testtext A+T";"1";"1";"-99";"5";"4";"5";"1";"5";"6";"7";"3";"1";"5";"5";"1";"2";"2";"7";"6";"7";"4";"2";"5";"5";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"0ff2d6527cda3dc8f16e218f6299ca03";"1";"0";"1709334651";"2024-03-01 23:10:51";"2024-03-01 23:10:51";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"657";"0";"1";"31";"6888322";"-77";"0";"3";"93";"4";"7";"3";"-99";"3";"-77";"-66";"3";"4";"7";"3";"6";"3";"1";"2";"1";"1";"6";"4";"4";"1";"2";"1";"5";"1";"7";"1";"5";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"549c3ab5264c314f2f51ae3a5d76eede";"1";"0";"1709334652";"2024-03-01 23:10:52";"2024-03-01 23:10:52";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"658";"0";"1";"31";"6888322";"-77";"0";"3";"90";"4";"5";"2";"-99";"3";"-77";"-66";"4";"2";"6";"1";"5";"2";"4";"3";"1";"2";"4";"3";"1";"3";"5";"6";"5";"5";"5";"7";"2";"4";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"58afbd8cdc94bf3be20ae1fd90c1a713";"1";"0";"1709334652";"2024-03-01 23:10:52";"2024-03-01 23:10:52";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"659";"0";"1";"31";"6888322";"-77";"0";"1";"24";"3";"7";"4";"Testtext A+T";"2";"-77";"-66";"1";"5";"4";"3";"7";"7";"3";"3";"1";"4";"2";"2";"2";"6";"1";"3";"6";"5";"6";"7";"3";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"69fe89b136bb92143815fadd1a4c375a";"1";"0";"1709334653";"2024-03-01 23:10:53";"2024-03-01 23:10:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"660";"0";"1";"31";"6888322";"-77";"0";"2";"33";"2";"4";"1";"-99";"1";"2";"-99";"6";"3";"6";"2";"7";"7";"5";"3";"2";"2";"1";"2";"3";"7";"2";"4";"6";"6";"6";"3";"7";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"7df6f6a61e67e1f01087c497ee5667c7";"1";"0";"1709334653";"2024-03-01 23:10:53";"2024-03-01 23:10:53";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"661";"0";"1";"31";"6888322";"-77";"1";"1";"94";"3";"1";"4";"Testtext A+T";"1";"2";"-99";"2";"6";"2";"7";"1";"7";"6";"5";"3";"2";"4";"1";"4";"7";"5";"1";"3";"5";"7";"6";"6";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"1";"0";"0";"-77";"-77";"2719cda185a9ee4c00ea0fef0c19cb5c";"1";"0";"1709334653";"2024-03-01 23:10:53";"2024-03-01 23:10:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"1";"0";"0";"1";"1"
"662";"0";"1";"31";"6888322";"-77";"0";"2";"29";"1";"6";"4";"Testtext A+T";"1";"4";"Testtext A+T";"6";"4";"2";"7";"6";"5";"5";"2";"5";"5";"6";"6";"6";"3";"3";"6";"2";"1";"6";"2";"5";"2";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"23367c502fbf6286b509313285909f9b";"1";"0";"1709334654";"2024-03-01 23:10:54";"2024-03-01 23:10:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"663";"0";"1";"31";"6888322";"-77";"0";"3";"59";"4";"1";"2";"-99";"3";"-77";"-66";"7";"6";"3";"5";"2";"7";"6";"4";"1";"5";"2";"7";"3";"3";"2";"5";"4";"4";"6";"4";"7";"7";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"0";"0";"0";"-77";"-77";"8f0297255a9ea32e53bee23f6fc8c3dd";"1";"0";"1709334654";"2024-03-01 23:10:54";"2024-03-01 23:10:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"664";"0";"1";"31";"6888322";"-77";"0";"2";"97";"3";"1";"1";"-99";"2";"-77";"-66";"7";"2";"5";"4";"2";"7";"5";"5";"6";"1";"5";"5";"3";"3";"6";"6";"6";"6";"3";"5";"1";"5";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"3166ac9e11fc1c39084910cf45789b0e";"1";"0";"1709334654";"2024-03-01 23:10:54";"2024-03-01 23:10:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"665";"0";"1";"31";"6888322";"-77";"0";"1";"21";"3";"4";"3";"-99";"1";"1";"-99";"3";"3";"2";"3";"6";"2";"6";"4";"7";"2";"1";"5";"1";"4";"2";"7";"4";"7";"5";"3";"1";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891082,6891084,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"c504bf26e0e2a11ca4dd7e572e8d5309";"1";"0";"1709334655";"2024-03-01 23:10:55";"2024-03-01 23:10:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"666";"0";"1";"31";"6888322";"-77";"0";"3";"90";"4";"7";"2";"-99";"2";"-77";"-66";"5";"7";"2";"4";"1";"5";"4";"6";"7";"3";"3";"3";"1";"3";"4";"6";"3";"6";"4";"5";"2";"3";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889149,6891057,6891077,6891084,6891088,6891089,6891115,6891152,6888322";"1";"1";"0";"-77";"-77";"5e2e918df2b5a13ea2720c16626e5eb0";"1";"0";"1709334655";"2024-03-01 23:10:55";"2024-03-01 23:10:55";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"667";"0";"1";"31";"6888322";"-77";"0";"2";"64";"2";"2";"3";"-99";"1";"4";"Testtext A+T";"3";"6";"4";"4";"4";"4";"3";"5";"5";"5";"7";"5";"7";"3";"5";"1";"1";"2";"5";"7";"2";"1";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36";"-99";"0";"0";"-66";"0";"6889058,6889145,6889146,6889149,6891057,6891077,6891084,6891085,6891088,6891115,6891152,6888322";"0";"1";"0";"-77";"-77";"7746a4b7b1a1bee19071c532ae09f71a";"1";"0";"1709334656";"2024-03-01 23:10:56";"2024-03-01 23:10:56";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0"
